idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
60,1964-02-07,Goiás,15011,Mestrado,4,Casado(a),Tecnologia
42,1981-11-28,Alagoas,6698,Doutorado,4,Divorciado(a),Marketing
38,1985-11-24,Mato Grosso do Sul,26286,Pós-Graduação,4,Divorciado(a),Tecnologia
56,1968-05-25,Acre,3231,Ensino Fundamental,0,Casado(a),Engenharia
45,1978-09-15,Rio Grande do Sul,16081,Ensino Superior,0,Divorciado(a),Engenharia
58,1965-11-10,Pará,28757,Mestrado,2,Casado(a),Educação
25,1999-01-18,Espírito Santo,4193,Ensino Fundamental,4,Divorciado(a),Educação
47,1976-11-04,Pará,21441,Mestrado,3,Solteiro(a),Tecnologia
44,1979-12-24,Goiás,28684,Ensino Fundamental,1,Solteiro(a),Saúde
58,1966-06-13,Espírito Santo,28041,Mestrado,1,Casado(a),Saúde
33,1991-05-02,Minas Gerais,9161,Doutorado,3,Casado(a),Saúde
20,2004-02-24,Pará,5184,Doutorado,2,Casado(a),Saúde
53,1970-10-18,Piauí,12557,Ensino Fundamental,2,Solteiro(a),Engenharia
47,1977-08-03,Ceará,11989,Ensino Fundamental,4,Casado(a),Saúde
28,1995-09-20,Pará,24658,Mestrado,4,Casado(a),Educação
35,1989-01-23,Paraíba,13380,Ensino Fundamental,2,Viúvo(a),Saúde
19,2005-01-19,Rio Grande do Norte,19969,Ensino Superior,2,Divorciado(a),Administração
44,1980-06-20,Amapá,12311,Ensino Fundamental,3,Divorciado(a),Administração
37,1987-01-31,São Paulo,3035,Ensino Superior,2,Solteiro(a),Saúde
55,1968-10-31,Pernambuco,18321,Mestrado,0,Viúvo(a),Tecnologia
60,1963-10-24,São Paulo,12806,Ensino Superior,4,Viúvo(a),Tecnologia
22,2001-11-03,Ceará,5702,Ensino Médio,3,Solteiro(a),Administração
55,1969-02-10,Espírito Santo,8914,Ensino Fundamental,2,Viúvo(a),Administração
24,2000-04-11,Tocantins,27524,Ensino Fundamental,1,Solteiro(a),Administração
38,1986-07-31,Tocantins,27049,Pós-Graduação,0,Casado(a),Administração
39,1985-03-24,Roraima,14806,Ensino Médio,4,Casado(a),Educação
40,1984-02-07,Paraná,10619,Pós-Graduação,4,Casado(a),Administração
18,2006-03-01,Sergipe,15549,Ensino Médio,3,Solteiro(a),Administração
20,2004-06-06,Mato Grosso do Sul,12484,Mestrado,2,Casado(a),Saúde
41,1983-05-24,Ceará,29509,Ensino Fundamental,1,Solteiro(a),Saúde
47,1976-12-04,Maranhão,3969,Ensino Fundamental,1,Divorciado(a),Tecnologia
19,2004-11-21,Rio Grande do Norte,3349,Ensino Superior,3,Viúvo(a),Saúde
53,1971-01-11,Pernambuco,2711,Doutorado,4,Viúvo(a),Educação
36,1988-04-21,Piauí,4913,Doutorado,3,Solteiro(a),Tecnologia
39,1984-10-28,Tocantins,20194,Doutorado,4,Divorciado(a),Tecnologia
50,1974-02-08,Bahia,10964,Ensino Fundamental,4,Casado(a),Saúde
22,2002-01-07,Alagoas,19565,Ensino Superior,4,Solteiro(a),Engenharia
47,1977-02-13,Mato Grosso,18680,Pós-Graduação,4,Divorciado(a),Saúde
59,1965-07-08,Acre,14062,Pós-Graduação,0,Casado(a),Administração
40,1984-06-27,Mato Grosso,21348,Ensino Superior,2,Divorciado(a),Tecnologia
53,1970-10-30,Maranhão,28925,Ensino Fundamental,1,Divorciado(a),Saúde
28,1996-03-07,Bahia,2072,Ensino Superior,4,Divorciado(a),Saúde
35,1988-09-11,Amapá,23897,Ensino Fundamental,4,Divorciado(a),Tecnologia
55,1969-04-18,Paraíba,9623,Ensino Fundamental,3,Casado(a),Saúde
40,1984-02-17,Paraíba,3827,Mestrado,4,Viúvo(a),Administração
50,1973-12-24,Rondônia,9242,Ensino Fundamental,2,Viúvo(a),Educação
38,1986-02-03,Mato Grosso,20937,Ensino Médio,0,Solteiro(a),Administração
31,1993-06-06,Piauí,27224,Mestrado,0,Casado(a),Engenharia
20,2004-06-17,Mato Grosso do Sul,25672,Ensino Superior,3,Casado(a),Administração
55,1969-05-22,Pernambuco,21652,Ensino Superior,1,Solteiro(a),Educação
55,1969-06-20,Pará,22116,Ensino Fundamental,2,Solteiro(a),Engenharia
18,2006-04-16,Rio Grande do Sul,21509,Ensino Médio,2,Casado(a),Administração
58,1965-10-07,Alagoas,19957,Doutorado,1,Divorciado(a),Tecnologia
46,1978-01-06,Amapá,10563,Mestrado,2,Solteiro(a),Marketing
52,1972-03-20,Mato Grosso,9242,Pós-Graduação,0,Solteiro(a),Saúde
29,1994-10-18,Amazonas,20515,Doutorado,4,Viúvo(a),Engenharia
55,1969-04-27,Amapá,8339,Ensino Fundamental,2,Solteiro(a),Saúde
22,2002-04-20,Alagoas,18545,Mestrado,1,Solteiro(a),Administração
44,1980-07-11,Mato Grosso,19272,Mestrado,2,Solteiro(a),Administração
22,2002-03-10,Mato Grosso,9121,Ensino Médio,2,Casado(a),Tecnologia
39,1984-09-10,Ceará,2761,Doutorado,2,Divorciado(a),Tecnologia
39,1985-04-10,Rondônia,9985,Pós-Graduação,2,Divorciado(a),Marketing
55,1969-02-25,Maranhão,20090,Pós-Graduação,3,Casado(a),Saúde
43,1981-05-20,Piauí,23721,Ensino Superior,4,Casado(a),Educação
48,1976-01-20,Ceará,27026,Ensino Superior,2,Divorciado(a),Saúde
60,1964-03-02,Acre,6491,Ensino Superior,4,Divorciado(a),Educação
23,2001-06-13,Paraná,8340,Ensino Fundamental,3,Divorciado(a),Tecnologia
26,1998-05-28,Sergipe,22539,Ensino Superior,4,Divorciado(a),Educação
34,1990-03-26,São Paulo,8739,Ensino Fundamental,2,Solteiro(a),Marketing
31,1993-06-18,Mato Grosso do Sul,11116,Ensino Superior,3,Solteiro(a),Engenharia
19,2005-02-13,Maranhão,28979,Doutorado,3,Divorciado(a),Engenharia
58,1966-08-08,Amazonas,6250,Pós-Graduação,0,Casado(a),Administração
27,1996-11-22,Mato Grosso,2009,Ensino Superior,2,Divorciado(a),Saúde
51,1973-06-29,Santa Catarina,17307,Ensino Superior,3,Casado(a),Engenharia
22,2001-12-17,Mato Grosso do Sul,2554,Ensino Fundamental,1,Solteiro(a),Tecnologia
36,1987-08-23,Paraíba,9652,Ensino Superior,4,Divorciado(a),Engenharia
54,1969-10-10,Piauí,10746,Mestrado,2,Divorciado(a),Marketing
54,1969-09-05,Mato Grosso do Sul,18036,Mestrado,1,Viúvo(a),Educação
46,1978-05-16,Ceará,10208,Doutorado,1,Divorciado(a),Marketing
47,1976-09-15,Distrito Federal,11599,Ensino Superior,1,Casado(a),Administração
30,1994-02-12,Santa Catarina,23844,Ensino Médio,4,Viúvo(a),Tecnologia
44,1980-04-08,Rio de Janeiro,28215,Ensino Médio,2,Divorciado(a),Administração
40,1984-05-01,Rondônia,3880,Pós-Graduação,0,Solteiro(a),Saúde
26,1998-08-08,Mato Grosso,25064,Ensino Fundamental,3,Casado(a),Marketing
52,1971-10-28,Maranhão,6120,Ensino Superior,1,Solteiro(a),Saúde
34,1990-06-16,Rondônia,4819,Pós-Graduação,3,Solteiro(a),Educação
45,1979-03-07,Tocantins,22474,Pós-Graduação,0,Solteiro(a),Marketing
44,1980-07-19,Espírito Santo,16031,Doutorado,1,Viúvo(a),Administração
58,1966-07-05,Pernambuco,4472,Ensino Médio,3,Divorciado(a),Tecnologia
19,2005-06-17,Mato Grosso do Sul,8988,Pós-Graduação,4,Solteiro(a),Engenharia
18,2006-01-05,Ceará,2824,Ensino Médio,3,Casado(a),Tecnologia
28,1995-10-22,Rondônia,12179,Ensino Fundamental,4,Casado(a),Administração
25,1998-09-07,Rio de Janeiro,23573,Pós-Graduação,1,Solteiro(a),Engenharia
25,1998-09-18,Minas Gerais,25695,Ensino Médio,2,Solteiro(a),Educação
44,1980-06-01,Goiás,14367,Mestrado,0,Casado(a),Educação
35,1989-07-03,Alagoas,7707,Doutorado,3,Viúvo(a),Tecnologia
26,1997-09-13,Paraná,25569,Ensino Superior,4,Solteiro(a),Saúde
47,1977-04-25,Rio Grande do Norte,25503,Mestrado,1,Viúvo(a),Saúde
19,2005-06-21,Distrito Federal,15021,Ensino Fundamental,2,Viúvo(a),Educação
53,1971-06-23,Maranhão,10070,Pós-Graduação,0,Viúvo(a),Educação
29,1995-03-27,Amazonas,14293,Doutorado,0,Solteiro(a),Marketing
34,1989-11-28,Tocantins,20760,Ensino Médio,1,Casado(a),Tecnologia
47,1977-03-12,Alagoas,21060,Ensino Fundamental,1,Casado(a),Engenharia
42,1982-07-11,Rondônia,4013,Doutorado,3,Solteiro(a),Marketing
44,1980-01-12,Paraíba,26126,Ensino Superior,1,Solteiro(a),Educação
20,2003-11-05,Paraíba,15545,Pós-Graduação,0,Solteiro(a),Marketing
47,1977-02-09,Maranhão,27370,Mestrado,4,Divorciado(a),Marketing
30,1993-10-12,Rio de Janeiro,15783,Doutorado,0,Casado(a),Saúde
42,1981-09-30,São Paulo,12794,Ensino Fundamental,0,Casado(a),Administração
21,2003-01-27,Mato Grosso,18788,Ensino Fundamental,3,Solteiro(a),Educação
44,1980-03-27,Maranhão,6522,Pós-Graduação,1,Casado(a),Tecnologia
19,2004-09-17,Pernambuco,26003,Ensino Médio,4,Viúvo(a),Saúde
59,1964-11-13,Amazonas,16235,Ensino Fundamental,0,Casado(a),Saúde
55,1969-05-23,Mato Grosso do Sul,25935,Ensino Fundamental,0,Solteiro(a),Educação
39,1985-01-12,Maranhão,18200,Pós-Graduação,0,Divorciado(a),Engenharia
59,1965-03-08,Maranhão,7969,Ensino Superior,1,Divorciado(a),Administração
59,1965-04-17,Rondônia,15501,Ensino Médio,4,Viúvo(a),Saúde
56,1968-04-29,Amazonas,22630,Ensino Fundamental,3,Casado(a),Educação
38,1986-01-25,Minas Gerais,20115,Ensino Superior,3,Solteiro(a),Tecnologia
50,1973-12-07,Goiás,13706,Doutorado,2,Solteiro(a),Tecnologia
22,2002-01-01,Rondônia,24955,Ensino Fundamental,2,Divorciado(a),Administração
48,1976-01-05,Paraíba,20485,Ensino Médio,3,Casado(a),Administração
29,1995-05-20,Bahia,5615,Mestrado,2,Divorciado(a),Educação
49,1975-05-06,Roraima,4273,Ensino Médio,2,Casado(a),Marketing
36,1988-07-14,Mato Grosso,25646,Ensino Médio,4,Casado(a),Engenharia
23,2001-08-01,Roraima,6188,Ensino Superior,2,Casado(a),Tecnologia
46,1977-11-12,Rondônia,21910,Ensino Médio,1,Divorciado(a),Administração
36,1988-07-14,Pará,6462,Ensino Médio,0,Casado(a),Saúde
26,1998-03-04,Mato Grosso do Sul,25451,Mestrado,1,Casado(a),Saúde
24,2000-04-29,Rio de Janeiro,22607,Pós-Graduação,2,Divorciado(a),Educação
40,1984-01-12,Piauí,9605,Mestrado,4,Viúvo(a),Marketing
57,1966-10-21,Santa Catarina,19369,Pós-Graduação,0,Viúvo(a),Educação
54,1970-08-03,São Paulo,12031,Pós-Graduação,4,Viúvo(a),Engenharia
54,1969-09-08,Roraima,26810,Ensino Médio,2,Divorciado(a),Engenharia
57,1967-01-28,Mato Grosso,21603,Ensino Superior,2,Casado(a),Engenharia
34,1990-02-08,Goiás,28932,Ensino Fundamental,3,Viúvo(a),Engenharia
45,1979-02-20,Tocantins,7021,Mestrado,2,Divorciado(a),Educação
59,1965-01-08,Goiás,6085,Ensino Superior,4,Viúvo(a),Administração
48,1976-01-02,São Paulo,4785,Mestrado,4,Solteiro(a),Administração
60,1964-06-29,Paraná,11479,Mestrado,3,Viúvo(a),Administração
51,1973-08-03,São Paulo,24950,Mestrado,3,Viúvo(a),Administração
60,1963-12-22,Pernambuco,6948,Ensino Superior,1,Viúvo(a),Saúde
41,1982-09-20,Bahia,19736,Ensino Fundamental,4,Solteiro(a),Saúde
27,1996-12-23,Acre,17922,Ensino Superior,1,Casado(a),Educação
34,1989-11-25,Ceará,27126,Mestrado,2,Divorciado(a),Tecnologia
39,1984-12-20,Pará,4454,Doutorado,3,Casado(a),Saúde
19,2004-09-11,Sergipe,5968,Pós-Graduação,0,Casado(a),Administração
30,1994-05-21,Amazonas,5455,Mestrado,3,Solteiro(a),Saúde
54,1969-12-15,São Paulo,24420,Pós-Graduação,0,Casado(a),Educação
38,1986-01-15,Paraíba,14668,Ensino Médio,4,Viúvo(a),Educação
20,2004-06-19,Alagoas,14182,Ensino Fundamental,2,Viúvo(a),Educação
25,1998-10-14,Piauí,15886,Ensino Superior,2,Solteiro(a),Saúde
59,1964-11-12,Distrito Federal,12527,Ensino Superior,0,Viúvo(a),Educação
50,1973-10-12,Pará,9536,Mestrado,1,Divorciado(a),Saúde
41,1983-06-20,Paraíba,18519,Ensino Médio,2,Divorciado(a),Engenharia
37,1987-01-16,Rio de Janeiro,6665,Pós-Graduação,2,Solteiro(a),Educação
48,1976-07-26,Espírito Santo,21892,Ensino Superior,2,Casado(a),Educação
56,1968-01-13,Acre,11920,Ensino Médio,2,Viúvo(a),Saúde
56,1968-07-06,Espírito Santo,18017,Ensino Médio,2,Divorciado(a),Marketing
47,1976-11-09,Acre,10725,Ensino Médio,1,Solteiro(a),Educação
59,1964-09-19,Rondônia,29190,Ensino Superior,3,Viúvo(a),Educação
39,1985-07-03,Amapá,28180,Ensino Fundamental,0,Casado(a),Administração
50,1973-11-20,Paraíba,8711,Ensino Superior,1,Solteiro(a),Marketing
52,1971-12-23,Bahia,13197,Ensino Médio,3,Viúvo(a),Marketing
23,2001-08-21,Minas Gerais,19485,Mestrado,3,Viúvo(a),Administração
44,1979-10-14,Pernambuco,8651,Pós-Graduação,1,Casado(a),Marketing
50,1973-10-20,Tocantins,25843,Mestrado,3,Viúvo(a),Saúde
18,2006-01-16,Piauí,10482,Doutorado,2,Divorciado(a),Marketing
24,1999-10-20,Mato Grosso do Sul,9906,Doutorado,2,Solteiro(a),Administração
50,1974-05-29,Acre,4938,Ensino Médio,1,Casado(a),Saúde
55,1968-09-04,Tocantins,19687,Pós-Graduação,1,Casado(a),Marketing
35,1989-01-15,Mato Grosso,25547,Ensino Superior,0,Divorciado(a),Engenharia
29,1994-09-11,Acre,4844,Mestrado,1,Casado(a),Administração
42,1981-11-03,Tocantins,4533,Ensino Médio,0,Solteiro(a),Educação
37,1987-01-08,Sergipe,8596,Ensino Fundamental,0,Divorciado(a),Tecnologia
59,1964-12-19,Tocantins,10065,Ensino Superior,1,Solteiro(a),Marketing
33,1991-06-20,Minas Gerais,27953,Ensino Fundamental,4,Solteiro(a),Tecnologia
29,1995-06-21,Tocantins,4862,Ensino Superior,0,Casado(a),Administração
54,1969-08-31,Tocantins,4428,Ensino Médio,1,Casado(a),Saúde
47,1976-11-17,Piauí,29083,Ensino Médio,2,Solteiro(a),Administração
24,1999-09-13,Rio Grande do Sul,1898,Ensino Fundamental,0,Viúvo(a),Saúde
55,1968-11-24,Espírito Santo,13083,Doutorado,3,Solteiro(a),Engenharia
47,1977-04-28,Rio Grande do Norte,21689,Ensino Médio,0,Viúvo(a),Engenharia
52,1972-04-01,Amapá,11766,Ensino Fundamental,4,Casado(a),Educação
48,1975-11-18,São Paulo,4302,Ensino Fundamental,1,Divorciado(a),Engenharia
32,1992-02-10,Mato Grosso do Sul,6149,Doutorado,1,Divorciado(a),Saúde
38,1986-05-28,Sergipe,5452,Ensino Médio,3,Solteiro(a),Engenharia
53,1970-12-02,Santa Catarina,4065,Ensino Fundamental,4,Casado(a),Educação
51,1973-01-13,Maranhão,28743,Ensino Fundamental,1,Viúvo(a),Saúde
37,1987-05-08,Santa Catarina,2273,Mestrado,0,Viúvo(a),Engenharia
44,1980-03-30,Maranhão,29939,Doutorado,0,Solteiro(a),Educação
29,1995-04-02,Rio Grande do Sul,12662,Ensino Superior,4,Divorciado(a),Educação
51,1973-07-21,Piauí,4713,Ensino Fundamental,3,Solteiro(a),Tecnologia
22,2002-01-14,Pará,19004,Ensino Fundamental,1,Casado(a),Educação
51,1972-12-21,Goiás,24540,Ensino Superior,3,Viúvo(a),Administração
39,1984-09-19,Paraná,21804,Ensino Fundamental,1,Solteiro(a),Tecnologia
42,1981-12-29,Bahia,9805,Mestrado,4,Solteiro(a),Saúde
40,1984-05-23,Rio Grande do Norte,4954,Ensino Fundamental,0,Viúvo(a),Educação
32,1992-05-26,Acre,5554,Ensino Fundamental,1,Divorciado(a),Tecnologia
27,1997-01-27,Rio Grande do Sul,28043,Mestrado,0,Viúvo(a),Administração
20,2004-03-25,Goiás,27331,Pós-Graduação,1,Casado(a),Administração
25,1998-09-19,Mato Grosso,25316,Ensino Fundamental,4,Divorciado(a),Administração
21,2003-08-20,Amapá,18338,Ensino Superior,0,Solteiro(a),Administração
28,1996-07-30,Rondônia,27706,Ensino Superior,2,Divorciado(a),Saúde
22,2002-06-01,Goiás,1853,Mestrado,1,Divorciado(a),Saúde
28,1996-05-11,Maranhão,7105,Ensino Superior,0,Divorciado(a),Marketing
21,2002-09-11,Paraíba,19713,Doutorado,0,Viúvo(a),Saúde
36,1988-08-17,Paraíba,2695,Ensino Fundamental,2,Divorciado(a),Engenharia
35,1989-08-03,Amapá,9842,Ensino Fundamental,3,Casado(a),Tecnologia
59,1965-04-03,Paraíba,20208,Ensino Fundamental,3,Viúvo(a),Marketing
21,2002-08-23,Paraíba,25103,Ensino Fundamental,3,Viúvo(a),Educação
32,1991-11-24,Ceará,24666,Ensino Médio,2,Solteiro(a),Administração
59,1965-04-20,Ceará,13159,Ensino Superior,0,Solteiro(a),Tecnologia
56,1968-04-13,Piauí,16749,Ensino Médio,2,Casado(a),Educação
42,1982-02-05,Goiás,2008,Ensino Fundamental,4,Divorciado(a),Tecnologia
40,1984-06-21,Santa Catarina,21026,Pós-Graduação,1,Casado(a),Educação
40,1984-05-16,Pernambuco,10571,Mestrado,0,Divorciado(a),Educação
19,2005-05-25,Rondônia,21567,Pós-Graduação,0,Viúvo(a),Saúde
48,1976-05-31,Pernambuco,10133,Mestrado,0,Divorciado(a),Administração
34,1990-07-17,Alagoas,9838,Ensino Médio,3,Viúvo(a),Saúde
60,1964-05-24,Sergipe,14807,Pós-Graduação,2,Viúvo(a),Educação
21,2002-12-01,Minas Gerais,20139,Mestrado,3,Divorciado(a),Marketing
25,1998-10-08,Mato Grosso,23409,Pós-Graduação,4,Solteiro(a),Engenharia
49,1974-11-15,Rio de Janeiro,27493,Ensino Fundamental,0,Divorciado(a),Engenharia
51,1973-04-03,Piauí,7766,Pós-Graduação,0,Divorciado(a),Saúde
27,1996-09-22,Rio Grande do Norte,1664,Doutorado,4,Solteiro(a),Tecnologia
58,1966-03-17,Rio de Janeiro,10481,Mestrado,0,Solteiro(a),Tecnologia
44,1979-12-20,Rio Grande do Norte,6169,Ensino Superior,3,Viúvo(a),Educação
37,1986-10-08,Acre,6267,Ensino Superior,0,Viúvo(a),Marketing
48,1975-12-19,Acre,10977,Pós-Graduação,0,Divorciado(a),Tecnologia
52,1971-12-04,Maranhão,13599,Ensino Fundamental,2,Divorciado(a),Administração
51,1973-07-06,Rondônia,26171,Pós-Graduação,0,Viúvo(a),Administração
52,1972-06-28,Paraíba,19859,Ensino Médio,1,Solteiro(a),Engenharia
52,1971-09-01,Acre,29578,Doutorado,1,Viúvo(a),Marketing
53,1971-06-25,São Paulo,5376,Ensino Fundamental,3,Casado(a),Administração
22,2002-04-14,Bahia,20904,Ensino Médio,4,Solteiro(a),Engenharia
23,2001-02-02,Roraima,12819,Ensino Médio,4,Casado(a),Marketing
38,1985-11-29,Paraná,21332,Mestrado,0,Divorciado(a),Engenharia
18,2006-07-15,Pará,8666,Pós-Graduação,0,Solteiro(a),Saúde
25,1999-04-17,Rio Grande do Norte,11405,Ensino Superior,4,Divorciado(a),Administração
54,1970-07-26,Goiás,14553,Mestrado,3,Divorciado(a),Tecnologia
59,1964-11-14,Rio Grande do Sul,5721,Ensino Superior,4,Casado(a),Educação
49,1975-05-07,Maranhão,2720,Ensino Superior,3,Casado(a),Educação
25,1999-01-02,Espírito Santo,1754,Doutorado,3,Solteiro(a),Administração
58,1966-03-22,Pernambuco,23008,Ensino Superior,0,Casado(a),Tecnologia
47,1977-05-07,Ceará,24660,Ensino Superior,0,Casado(a),Marketing
59,1965-03-28,Rio de Janeiro,14641,Pós-Graduação,1,Divorciado(a),Tecnologia
29,1995-01-07,Paraíba,19280,Ensino Superior,2,Divorciado(a),Administração
47,1977-04-22,Paraíba,12317,Pós-Graduação,1,Casado(a),Marketing
55,1969-07-03,Pernambuco,16725,Ensino Fundamental,3,Divorciado(a),Administração
19,2005-06-08,Maranhão,7408,Ensino Superior,3,Divorciado(a),Administração
31,1993-01-15,Espírito Santo,13397,Pós-Graduação,3,Viúvo(a),Educação
36,1987-11-05,Roraima,15638,Mestrado,2,Casado(a),Saúde
42,1982-04-25,Bahia,2953,Doutorado,3,Solteiro(a),Engenharia
45,1978-12-18,Roraima,7199,Doutorado,2,Casado(a),Marketing
18,2006-05-06,Minas Gerais,4339,Ensino Fundamental,4,Viúvo(a),Educação
19,2005-04-23,Rondônia,7226,Ensino Superior,2,Solteiro(a),Educação
32,1992-02-13,Tocantins,19305,Pós-Graduação,2,Divorciado(a),Tecnologia
29,1995-06-26,Piauí,3013,Pós-Graduação,0,Divorciado(a),Engenharia
24,1999-10-19,Minas Gerais,11274,Ensino Superior,0,Viúvo(a),Administração
35,1988-09-14,Espírito Santo,5574,Doutorado,3,Viúvo(a),Tecnologia
35,1989-08-08,Rio Grande do Norte,3418,Mestrado,0,Solteiro(a),Administração
30,1993-10-04,Rondônia,14273,Mestrado,1,Divorciado(a),Administração
27,1997-02-03,Piauí,25774,Ensino Médio,2,Viúvo(a),Saúde
39,1984-10-08,Pará,15028,Ensino Superior,0,Viúvo(a),Engenharia
36,1988-08-07,Paraná,23968,Ensino Médio,2,Viúvo(a),Engenharia
33,1990-10-01,Sergipe,23667,Ensino Superior,1,Casado(a),Engenharia
26,1998-01-09,Bahia,5345,Doutorado,0,Divorciado(a),Engenharia
56,1968-03-30,Piauí,24742,Ensino Médio,4,Viúvo(a),Marketing
53,1971-06-16,Santa Catarina,22419,Ensino Médio,2,Casado(a),Administração
58,1966-05-04,Pernambuco,12765,Doutorado,3,Viúvo(a),Tecnologia
28,1995-10-20,Rondônia,1510,Ensino Fundamental,2,Solteiro(a),Administração
35,1989-06-29,Rio Grande do Norte,22820,Ensino Fundamental,4,Viúvo(a),Tecnologia
21,2003-08-15,Maranhão,16626,Ensino Médio,0,Casado(a),Educação
60,1963-11-05,Amapá,24118,Mestrado,1,Solteiro(a),Educação
19,2005-03-01,Paraíba,8264,Ensino Superior,2,Casado(a),Marketing
32,1992-05-17,Rondônia,9386,Doutorado,3,Casado(a),Engenharia
37,1987-04-04,Pernambuco,12133,Mestrado,2,Viúvo(a),Educação
56,1967-11-03,Rio de Janeiro,12670,Mestrado,4,Casado(a),Marketing
36,1988-02-14,Goiás,3804,Pós-Graduação,2,Solteiro(a),Engenharia
55,1969-01-03,Bahia,13335,Ensino Superior,1,Viúvo(a),Administração
53,1970-08-29,Paraíba,4753,Pós-Graduação,2,Solteiro(a),Saúde
54,1970-02-19,Pernambuco,6786,Ensino Superior,0,Solteiro(a),Educação
20,2004-05-22,Maranhão,3325,Ensino Fundamental,1,Casado(a),Marketing
21,2002-11-19,Piauí,17058,Mestrado,0,Viúvo(a),Engenharia
51,1973-03-31,Paraíba,14413,Pós-Graduação,2,Solteiro(a),Saúde
58,1965-12-14,Pernambuco,3559,Ensino Médio,2,Solteiro(a),Administração
26,1997-10-29,Mato Grosso do Sul,2723,Doutorado,3,Casado(a),Saúde
26,1997-11-11,Minas Gerais,7367,Pós-Graduação,0,Casado(a),Saúde
35,1988-10-15,Rio Grande do Norte,3947,Pós-Graduação,0,Divorciado(a),Administração
21,2003-06-25,Amazonas,14653,Doutorado,1,Solteiro(a),Saúde
60,1963-10-24,Pernambuco,21470,Ensino Superior,0,Solteiro(a),Educação
44,1979-08-31,Roraima,3420,Doutorado,3,Solteiro(a),Educação
58,1966-06-09,Alagoas,8499,Pós-Graduação,1,Casado(a),Administração
28,1995-10-06,Paraná,20892,Doutorado,3,Viúvo(a),Administração
48,1976-01-06,Tocantins,18909,Pós-Graduação,4,Viúvo(a),Tecnologia
50,1973-12-21,Rio de Janeiro,14192,Ensino Superior,4,Viúvo(a),Educação
50,1973-12-02,Espírito Santo,9753,Ensino Superior,4,Divorciado(a),Educação
23,2000-10-02,Sergipe,13908,Doutorado,0,Solteiro(a),Engenharia
30,1994-05-08,Amapá,11082,Ensino Fundamental,1,Viúvo(a),Saúde
37,1986-11-28,Rio Grande do Sul,19885,Ensino Fundamental,2,Solteiro(a),Saúde
26,1997-11-26,Alagoas,22878,Mestrado,2,Viúvo(a),Engenharia
38,1985-10-02,Acre,6780,Pós-Graduação,2,Viúvo(a),Tecnologia
36,1988-01-04,Santa Catarina,16555,Ensino Fundamental,4,Solteiro(a),Educação
36,1987-11-15,Amapá,25024,Mestrado,0,Divorciado(a),Administração
38,1986-03-20,Sergipe,27974,Pós-Graduação,2,Divorciado(a),Engenharia
56,1968-08-07,Bahia,15625,Ensino Médio,4,Casado(a),Saúde
45,1979-03-21,Espírito Santo,6067,Mestrado,3,Solteiro(a),Marketing
46,1977-12-10,Amapá,15196,Ensino Fundamental,3,Viúvo(a),Saúde
40,1983-12-14,Distrito Federal,7616,Ensino Fundamental,0,Casado(a),Marketing
41,1982-12-29,Ceará,11446,Mestrado,0,Divorciado(a),Saúde
20,2004-01-23,Santa Catarina,8838,Ensino Médio,2,Solteiro(a),Saúde
